ID,Celebrity,Image,Type,NumAnnotators,VotesYes,VotesNo,CriteriaMetFraction,FinalDecision,Reason
ID000069,Chlo-Grace-Moretz,03.jpg,Real,6,6,0,1.0,KEEP,
ID000069,Chlo-Grace-Moretz,04.jpg,Fake,6,3,3,0.83,TIE,
ID000069,Chlo-Grace-Moretz,05.jpg,Fake,6,1,5,0.67,DISCARD,
ID000069,Chlo-Grace-Moretz,06.jpg,Fake,6,2,4,1.0,DISCARD,
ID000070,Chris-Cooper,01.jpg,Real,6,6,0,1.0,KEEP,
ID000070,Chris-Cooper,02.png,Fake,6,1,5,0.17,DISCARD,
ID000070,Chris-Cooper,02.webp,Real,6,3,3,0.67,TIE,
ID000071,Chris-Tucker,01.jpg,Fake,6,0,6,0.0,DISCARD,
ID000071,Chris-Tucker,01.jpg,Real,6,6,0,1.0,KEEP,
ID000071,Chris-Tucker,02.jpg,Fake,6,0,6,0.0,DISCARD,
ID000072,Christian-Bale,01.jpg,Fake,6,3,3,0.67,TIE,
ID000072,Christian-Bale,01.jpg,Real,6,6,0,1.0,KEEP,
ID000072,Christian-Bale,02.jpg,Fake,6,1,5,0.33,DISCARD,
ID000072,Christian-Bale,03.jpg,Fake,6,2,4,0.5,DISCARD,
ID000072,Christian-Bale,04.jpg,Fake,6,0,6,0.17,DISCARD,
ID000072,Christian-Bale,05.jpg,Fake,6,5,1,0.83,KEEP,
ID000073,Christian-Clavier,01.jpg,Fake,6,2,4,0.33,DISCARD,
ID000073,Christian-Clavier,01.jpg,Real,6,6,0,1.0,KEEP,
ID000073,Christian-Clavier,02.jpg,Real,6,6,0,1.0,KEEP,
ID000074,Christopher-Walken,01.jpg,Fake,6,3,3,0.83,TIE,
ID000074,Christopher-Walken,01.jpg,Real,6,6,0,1.0,KEEP,
ID000074,Christopher-Walken,02.jpg,Real,6,4,2,0.67,KEEP,
ID000074,Christopher-Walken,03.jpg,Real,6,6,0,1.0,KEEP,
ID000074,Christopher-Walken,03.png,Fake,6,3,3,0.67,TIE,
ID000074,Christopher-Walken,04.jpg,Fake,6,1,5,0.5,DISCARD,
ID000074,Christopher-Walken,05.jpg,Fake,6,5,1,1.0,KEEP,
ID000075,Christopher-Nolan,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000075,Christopher-Nolan,01.jpg,Real,6,6,0,1.0,KEEP,
ID000075,Christopher-Nolan,02.jpg,Fake,6,4,2,0.67,KEEP,
ID000075,Christopher-Nolan,02.jpg,Real,6,6,0,1.0,KEEP,
ID000075,Christopher-Nolan,03.jpg,Fake,6,1,5,0.17,DISCARD,
ID000075,Christopher-Nolan,03.jpg,Real,6,5,1,0.83,KEEP,
ID000076,Clint-Eastwood,01.jpg,Real,6,4,2,0.67,KEEP,
ID000076,Clint-Eastwood,01.png,Fake,6,2,4,0.5,DISCARD,
ID000076,Clint-Eastwood,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000076,Clint-Eastwood,02.jpg,Real,6,4,2,0.67,KEEP,
ID000076,Clint-Eastwood,03.jpg,Fake,6,5,1,1.0,KEEP,
ID000077,Colin-Farrell,01.jpg,Fake,6,2,4,0.33,DISCARD,
ID000077,Colin-Farrell,01.jpg,Real,6,6,0,1.0,KEEP,
ID000077,Colin-Farrell,02.jpg,Fake,6,2,4,0.33,DISCARD,
ID000077,Colin-Farrell,03.png,Fake,6,0,6,0.0,DISCARD,
ID000078,Cristanio-Ronaldo,01.jpg,Fake,6,3,3,0.83,TIE,
ID000078,Cristanio-Ronaldo,01.jpg,Real,6,6,0,1.0,KEEP,
ID000078,Cristanio-Ronaldo,02.jpg,Fake,6,0,6,0.33,DISCARD,
ID000078,Cristanio-Ronaldo,02.jpg,Real,6,6,0,1.0,KEEP,
ID000078,Cristanio-Ronaldo,03.jpg,Fake,6,3,3,0.83,TIE,
ID000078,Cristanio-Ronaldo,04.png,Fake,6,6,0,1.0,KEEP,
ID000079,Dan-Aykroyd,01.jpg,Fake,6,4,2,0.67,KEEP,
ID000079,Dan-Aykroyd,01.jpg,Real,6,6,0,1.0,KEEP,
ID000079,Dan-Aykroyd,02.jpg,Real,6,4,2,0.83,KEEP,
ID000080,Daniel-Day-Lewis,01.jpg,Fake,6,3,3,0.67,TIE,
ID000080,Daniel-Day-Lewis,01.jpg,Real,6,5,1,0.83,KEEP,
ID000080,Daniel-Day-Lewis,02.jpg,Fake,6,2,4,0.5,DISCARD,
ID000080,Daniel-Day-Lewis,02.jpg,Real,6,5,1,0.83,KEEP,
ID000080,Daniel-Day-Lewis,03.jpg,Fake,6,4,2,0.67,KEEP,
ID000081,Daniel-Radcliffe,01.jpg,Fake,6,4,2,1.0,KEEP,
ID000081,Daniel-Radcliffe,01.jpg,Real,6,6,0,1.0,KEEP,
ID000081,Daniel-Radcliffe,02.jpg,Fake,6,2,4,1.0,DISCARD,
ID000081,Daniel-Radcliffe,02.jpg,Real,6,6,0,1.0,KEEP,
ID000081,Daniel-Radcliffe,03.jpg,Fake,6,2,4,0.83,DISCARD,
ID000081,Daniel-Radcliffe,04.jpg,Fake,6,3,3,1.0,TIE,
ID000081,Daniel-Radcliffe,05.jpg,Fake,6,0,6,0.33,DISCARD,
ID000081,Daniel-Radcliffe,06.jpg,Fake,6,3,3,1.0,TIE,
ID000082,Dasun-Shanaka,01.webp,Real,6,6,0,1.0,KEEP,
ID000082,Dasun-Shanaka,02.png,Real,6,6,0,1.0,KEEP,
ID000082,Dasun-Shanaka,1.png,Fake,6,6,0,1.0,KEEP,
ID000083,David-Arquette,01.jpg,Fake,6,2,4,0.33,DISCARD,
ID000083,David-Arquette,01.jpg,Real,6,6,0,1.0,KEEP,
ID000083,David-Arquette,02.jpg,Fake,6,0,6,0.0,DISCARD,
ID000083,David-Arquette,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000084,David-Miller,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000084,David-Miller,01.png,Real,6,6,0,1.0,KEEP,
ID000084,David-Miller,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000085,Demet-Özdemir,01.jpg,Fake,6,4,2,0.67,KEEP,
ID000085,Demet-Özdemir,01.jpg,Real,6,6,0,1.0,KEEP,
ID000085,Demet-Özdemir,02.jpg,Real,6,5,1,0.83,KEEP,
ID000085,Demet-Özdemir,02.png,Fake,6,5,1,1.0,KEEP,
ID000086,Derrick-Henry,01.jpg,Fake,6,4,2,0.67,KEEP,
ID000086,Derrick-Henry,01.png,Real,6,6,0,1.0,KEEP,
ID000086,Derrick-Henry,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000087,Devon-Conway,01.png,Real,6,4,2,0.67,KEEP,
ID000087,Devon-Conway,02.webp,Real,6,6,0,1.0,KEEP,
ID000087,Devon-Conway,1.jpg,Fake,6,4,2,0.67,KEEP,
ID000088,Diane-Kruger,01.jpg,Fake,6,0,6,0.83,DISCARD,
ID000088,Diane-Kruger,01.jpg,Real,6,6,0,1.0,KEEP,
ID000088,Diane-Kruger,02.jpg,Fake,6,3,3,1.0,TIE,
ID000088,Diane-Kruger,02.jpg,Real,6,6,0,1.0,KEEP,
ID000088,Diane-Kruger,03.jpg,Fake,6,1,5,0.67,DISCARD,
ID000088,Diane-Kruger,04.jpg,Fake,6,2,4,0.83,DISCARD,
ID000088,Diane-Kruger,05.jpg,Fake,6,2,4,0.67,DISCARD,
ID000088,Diane-Kruger,06.jpg,Fake,6,1,5,0.83,DISCARD,
ID000088,Diane-Kruger,07.png,Fake,6,1,5,0.5,DISCARD,
ID000088,Diane-Kruger,08.png,Fake,6,3,3,1.0,TIE,
ID000089,Diane-Lane,01.jpg,Fake,6,1,5,0.33,DISCARD,
ID000089,Diane-Lane,01.jpg,Real,6,6,0,1.0,KEEP,
ID000089,Diane-Lane,02.jpg,Fake,6,3,3,0.67,TIE,
ID000089,Diane-Lane,03.jpg,Fake,6,0,6,0.33,DISCARD,
ID000089,Diane-Lane,04.jpg,Fake,6,3,3,0.5,TIE,
ID000090,Domhnall-Gleeson,01.jpg,Fake,6,0,6,0.0,DISCARD,
ID000090,Domhnall-Gleeson,01.jpg,Real,6,5,1,0.83,KEEP,
ID000090,Domhnall-Gleeson,02.jpg,Fake,6,3,3,1.0,TIE,
ID000090,Domhnall-Gleeson,02.jpg,Real,6,6,0,1.0,KEEP,
ID000090,Domhnall-Gleeson,03.jpg,Fake,6,5,1,1.0,KEEP,
ID000090,Domhnall-Gleeson,04.jpg,Fake,6,4,2,0.83,KEEP,
ID000090,Domhnall-Gleeson,05.jpg,Fake,6,0,6,0.17,DISCARD,
ID000090,Domhnall-Gleeson,06.jpg,Fake,6,3,3,0.67,TIE,
ID000091,Dustin-Hoffman,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000091,Dustin-Hoffman,01.jpg,Real,6,6,0,1.0,KEEP,
ID000091,Dustin-Hoffman,02.jpg,Fake,6,0,6,0.0,DISCARD,
ID000092,Dwayne-Johnson,01.png,Real,6,6,0,1.0,KEEP,
ID000092,Dwayne-Johnson,02.jpg,Real,6,6,0,1.0,KEEP,
ID000092,Dwayne-Johnson,02.png,Fake,6,3,3,0.83,TIE,
ID000092,Dwayne-Johnson,03.jpg,Fake,6,2,4,0.83,DISCARD,
ID000092,Dwayne-Johnson,04.jpg,Fake,6,5,1,1.0,KEEP,
ID000092,Dwayne-Johnson,05.jpg,Fake,6,2,4,0.67,DISCARD,
ID000093,Dylan-O,01.jpg,Fake,6,5,1,0.83,KEEP,
ID000093,Dylan-O,01.jpg,Real,6,6,0,1.0,KEEP,
ID000093,Dylan-O,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000093,Dylan-O,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000094,Dylan-Dreyer,01.jpg,Fake,6,3,3,0.67,TIE,
ID000094,Dylan-Dreyer,01.jpg,Real,6,6,0,1.0,KEEP,
ID000094,Dylan-Dreyer,images (1).jpg,Fake,6,5,1,1.0,KEEP,
ID000094,Dylan-Dreyer,images.jpg,Fake,6,4,2,0.83,KEEP,
ID000096,Elizabeth-Banks,01.jpg,Fake,6,1,5,0.33,DISCARD,
ID000096,Elizabeth-Banks,01.jpg,Real,6,6,0,1.0,KEEP,
ID000096,Elizabeth-Banks,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000096,Elizabeth-Banks,02.jpg,Real,6,6,0,1.0,KEEP,
ID000096,Elizabeth-Banks,03.jpg,Fake,6,1,5,0.17,DISCARD,
ID000096,Elizabeth-Banks,04.jpg,Fake,6,0,6,0.0,DISCARD,
ID000097,Elizabeth-Taylor,01.jpg,Real,6,6,0,1.0,KEEP,
ID000097,Elizabeth-Taylor,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000097,Elizabeth-Taylor,02.jpg,Real,6,6,0,1.0,KEEP,
ID000098,Ellyse-Perry,01.jpg,Real,6,6,0,1.0,KEEP,
ID000098,Ellyse-Perry,02.jpg,Real,6,5,1,0.83,KEEP,
ID000098,Ellyse-Perry,1.jpg,Fake,6,2,4,0.33,DISCARD,
ID000098,Ellyse-Perry,2.jpg,Fake,6,5,1,0.83,KEEP,
ID000098,Ellyse-Perry,3.jpg,Fake,6,3,3,0.5,TIE,
ID000099,Elon-Musk,01.jpg,Fake,6,3,3,0.67,TIE,
ID000099,Elon-Musk,01.png,Real,6,6,0,1.0,KEEP,
ID000099,Elon-Musk,02.png,Fake,6,1,5,0.67,DISCARD,
ID000099,Elon-Musk,03.jpg,Fake,6,3,3,0.83,TIE,
ID000099,Elon-Musk,03.png,Fake,6,5,1,1.0,KEEP,
ID000100,Emily-Blunt,01.jpg,Fake,6,2,4,0.67,DISCARD,
ID000100,Emily-Blunt,01.jpg,Real,6,6,0,1.0,KEEP,
ID000100,Emily-Blunt,02.jpg,Fake,6,4,2,0.83,KEEP,
ID000100,Emily-Blunt,03.jpg,Fake,6,2,4,0.67,DISCARD,
ID000100,Emily-Blunt,04.jpg,Fake,6,5,1,1.0,KEEP,
ID000101,Emma-Roberts,01.jpg,Fake,6,4,2,0.83,KEEP,
ID000101,Emma-Roberts,01.jpg,Real,6,6,0,1.0,KEEP,
ID000101,Emma-Roberts,02.jpg,Fake,6,2,4,0.5,DISCARD,
ID000101,Emma-Roberts,02.jpg,Real,6,6,0,1.0,KEEP,
ID000101,Emma-Roberts,04.jpg,Fake,6,3,3,1.0,TIE,
ID000101,Emma-Roberts,05.jpg,Fake,6,4,2,0.67,KEEP,
ID000103,Emma-Watson,01.jpg,Fake,6,2,4,1.0,DISCARD,
ID000103,Emma-Watson,01.jpg,Real,6,6,0,1.0,KEEP,
ID000103,Emma-Watson,02.jpg,Fake,6,2,4,0.83,DISCARD,
ID000103,Emma-Watson,02.jpg,Real,6,6,0,1.0,KEEP,
ID000103,Emma-Watson,02.png,Fake,6,1,5,1.0,DISCARD,
ID000103,Emma-Watson,03.jpg,Fake,6,1,5,0.5,DISCARD,
ID000103,Emma-Watson,03.jpg,Real,6,6,0,1.0,KEEP,
ID000103,Emma-Watson,04.jpg,Fake,6,3,3,0.83,TIE,
ID000103,Emma-Watson,05.jpg,Fake,6,0,6,0.83,DISCARD,
ID000103,Emma-Watson,56.png,Fake,6,5,1,1.0,KEEP,
ID000104,Emma-Mackey,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000104,Emma-Mackey,01.jpg,Real,6,6,0,1.0,KEEP,
ID000104,Emma-Mackey,02.jpg,Fake,6,3,3,1.0,TIE,
ID000104,Emma-Mackey,02.jpg,Real,6,6,0,1.0,KEEP,
ID000104,Emma-Mackey,03.jpg,Fake,6,1,5,0.33,DISCARD,
ID000104,Emma-Mackey,04.jpg,Fake,6,4,2,1.0,KEEP,
ID000104,Emma-Mackey,05.jpg,Fake,6,0,6,0.5,DISCARD,
ID000104,Emma-Mackey,06.png,Fake,6,3,3,1.0,TIE,
ID000105,Engin Altan,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000105,Engin Altan,01.jpg,Real,6,5,1,0.83,KEEP,
ID000105,Engin Altan,01.png,Fake,6,6,0,1.0,KEEP,
ID000105,Engin Altan,02.jpg,Fake,6,1,5,0.17,DISCARD,
ID000105,Engin Altan,02.jpg,Real,6,6,0,1.0,KEEP,
ID000105,Engin Altan,03.jpg,Real,6,5,1,0.83,KEEP,
ID000106,Eric-Bana,01.jpg,Fake,6,2,4,0.67,DISCARD,
ID000106,Eric-Bana,01.jpg,Real,6,6,0,1.0,KEEP,
ID000106,Eric-Bana,02.jpg,Real,6,6,0,1.0,KEEP,
ID000106,Eric-Bana,02.png,Fake,6,2,4,0.67,DISCARD,
ID000106,Eric-Bana,03.png,Fake,6,2,4,0.67,DISCARD,
ID000106,Eric-Bana,04.png,Fake,6,2,4,0.67,DISCARD,
ID000107,Ethan-Hawke,01.jpg,Fake,6,3,3,0.83,TIE,
ID000107,Ethan-Hawke,01.jpg,Real,6,6,0,1.0,KEEP,
ID000107,Ethan-Hawke,02.jpg,Fake,6,1,5,0.5,DISCARD,
ID000107,Ethan-Hawke,02.jpg,Real,6,6,0,1.0,KEEP,
ID000107,Ethan-Hawke,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000107,Ethan-Hawke,04.jpg,Fake,6,3,3,0.67,TIE,
ID000107,Ethan-Hawke,05.jpg,Fake,6,3,3,1.0,TIE,
ID000108,Eugenio-Derbez,01.jpg,Fake,6,0,6,0.17,DISCARD,
ID000108,Eugenio-Derbez,01.png,Real,6,5,1,0.83,KEEP,
ID000108,Eugenio-Derbez,02.jpg,Fake,6,1,5,0.33,DISCARD,
ID000108,Eugenio-Derbez,02.jpg,Real,6,6,0,1.0,KEEP,
ID000108,Eugenio-Derbez,03.jpg,Fake,6,4,2,0.83,KEEP,
ID000108,Eugenio-Derbez,03.jpg,Real,6,6,0,1.0,KEEP,
ID000108,Eugenio-Derbez,04.png,Fake,6,4,2,0.67,KEEP,
ID000109,Eva-Green,01.jpg,Fake,6,6,0,1.0,KEEP,
ID000109,Eva-Green,01.jpg,Real,6,6,0,1.0,KEEP,
ID000109,Eva-Green,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000110,Eva-Mendes,01.jpg,Fake,6,6,0,1.0,KEEP,
ID000110,Eva-Mendes,01.jpg,Real,6,6,0,1.0,KEEP,
ID000110,Eva-Mendes,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000110,Eva-Mendes,02.jpg,Real,6,6,0,1.0,KEEP,
ID000110,Eva-Mendes,03.jpg,Fake,6,5,1,0.83,KEEP,
ID000111,Ewan-McGregor,01.jpg,Fake,6,5,1,0.83,KEEP,
ID000111,Ewan-McGregor,01.jpg,Real,6,6,0,1.0,KEEP,
ID000111,Ewan-McGregor,02.jpg,Real,6,6,0,1.0,KEEP,
ID000111,Ewan-McGregor,03.jpg,Real,6,5,1,0.83,KEEP,
ID000112,Fawad-Khan,01.jpg,Fake,6,3,3,0.83,TIE,
ID000112,Fawad-Khan,01.jpg,Real,6,6,0,1.0,KEEP,
ID000112,Fawad-Khan,02.jpg,Real,6,6,0,1.0,KEEP,
ID000112,Fawad-Khan,02.png,Fake,6,6,0,1.0,KEEP,
ID000113,Faye-Dunaway,01.jpg,Real,6,6,0,1.0,KEEP,
ID000113,Faye-Dunaway,03.jpg,Fake,6,5,1,0.83,KEEP,
ID000113,Faye-Dunaway,04.jpg,Fake,6,5,1,0.83,KEEP,
ID000114,Florian-Wirtz,01.jpg,Fake,6,1,5,0.33,DISCARD,
ID000114,Florian-Wirtz,01.jpg,Real,6,6,0,1.0,KEEP,
ID000114,Florian-Wirtz,02.jpg,Fake,6,1,5,0.67,DISCARD,
ID000114,Florian-Wirtz,03.jpg,Fake,6,1,5,0.17,DISCARD,
ID000114,Florian-Wirtz,04.jpg,Fake,6,3,3,0.67,TIE,
ID000114,Florian-Wirtz,05.jpg,Fake,6,5,1,1.0,KEEP,
ID000114,Florian-Wirtz,1.jpg,Real,6,6,0,1.0,KEEP,
ID000116,G-Dragon,01.jpg,Fake,6,2,4,0.33,DISCARD,
ID000116,G-Dragon,01.jpg,Real,6,6,0,1.0,KEEP,
ID000116,G-Dragon,02.jpg,Real,6,6,0,1.0,KEEP,
ID000116,G-Dragon,02.png,Fake,6,6,0,1.0,KEEP,
ID000116,G-Dragon,03.jpg,Real,6,4,2,0.67,KEEP,
ID000117,Gabriel-Boric,01.jpg,Real,6,6,0,1.0,KEEP,
ID000117,Gabriel-Boric,01.png,Fake,6,5,1,0.83,KEEP,
ID000117,Gabriel-Boric,02.jpg,Real,6,6,0,1.0,KEEP,
ID000118,Gene-Hackman,01.jpg,Fake,6,3,3,0.5,TIE,
ID000118,Gene-Hackman,01.jpg,Real,6,4,2,0.67,KEEP,
ID000118,Gene-Hackman,02.jpg,Fake,6,2,4,0.33,DISCARD,
ID000118,Gene-Hackman,02.jpg,Real,6,4,2,0.67,KEEP,
ID000118,Gene-Hackman,03.jpg,Fake,6,4,2,0.67,KEEP,
ID000118,Gene-Hackman,03.jpg,Real,6,4,2,0.83,KEEP,
ID000118,Gene-Hackman,04.png,Fake,6,1,5,0.17,DISCARD,
ID000118,Gene-Hackman,05.png,Fake,6,0,6,0.0,DISCARD,
ID000118,Gene-Hackman,06.png,Fake,6,2,4,0.33,DISCARD,
ID000119,Gene-Wilder,01.jpg,Fake,6,6,0,1.0,KEEP,
ID000119,Gene-Wilder,01.jpg,Real,6,6,0,1.0,KEEP,
ID000119,Gene-Wilder,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000119,Gene-Wilder,02.jpg,Real,6,6,0,1.0,KEEP,
ID000119,Gene-Wilder,03.jpg,Real,6,6,0,1.0,KEEP,
ID000121,George-Clooney,01.jpg,Fake,6,4,2,0.83,KEEP,
ID000121,George-Clooney,01.jpg,Real,6,6,0,1.0,KEEP,
ID000121,George-Clooney,02.jpg,Fake,6,3,3,0.67,TIE,
ID000121,George-Clooney,02.jpg,Real,6,6,0,1.0,KEEP,
ID000121,George-Clooney,03.jpg,Fake,6,2,4,0.33,DISCARD,
ID000121,George-Clooney,03.png,Real,6,6,0,1.0,KEEP,
ID000121,George-Clooney,04.jpg,Fake,6,5,1,1.0,KEEP,
ID000121,George-Clooney,05.jpg,Fake,6,2,4,0.83,DISCARD,
ID000122,Gerard-Butler,01.jpg,Fake,6,4,2,0.83,KEEP,
ID000122,Gerard-Butler,01.jpg,Real,6,6,0,1.0,KEEP,
ID000122,Gerard-Butler,02.jpg,Fake,6,3,3,0.83,TIE,
ID000122,Gerard-Butler,02.jpg,Real,6,6,0,1.0,KEEP,
ID000122,Gerard-Butler,05.jpg,Fake,6,1,5,0.33,DISCARD,
ID000122,Gerard-Butler,06.jpg,Fake,6,1,5,0.33,DISCARD,
ID000122,Gerard-Butler,07.jpg,Fake,6,0,6,0.33,DISCARD,
ID000122,Gerard-Butler,08.jpg,Fake,6,2,4,0.5,DISCARD,
ID000123,Giorgia-Meloni,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000123,Giorgia-Meloni,01.jpg,Real,6,6,0,1.0,KEEP,
ID000123,Giorgia-Meloni,02.jpg,Fake,6,5,1,1.0,KEEP,
ID000123,Giorgia-Meloni,02.jpg,Real,6,6,0,1.0,KEEP,
ID000123,Giorgia-Meloni,03.png,Fake,6,3,3,0.5,TIE,
ID000124,Glenn-Close,01.jpg,Fake,6,2,4,0.83,DISCARD,
ID000124,Glenn-Close,01.jpg,Real,6,6,0,1.0,KEEP,
ID000124,Glenn-Close,02.jpg,Fake,6,2,4,0.83,DISCARD,
ID000124,Glenn-Close,02.jpg,Real,6,6,0,1.0,KEEP,
ID000124,Glenn-Close,03.jpg,Fake,6,4,2,0.67,KEEP,
ID000124,Glenn-Close,03.jpg,Real,6,4,2,0.67,KEEP,
ID000124,Glenn-Close,04.jpg,Fake,6,2,4,0.67,DISCARD,
ID000124,Glenn-Close,05.png,Fake,6,0,6,0.0,DISCARD,
ID000125,Glenn-Maxwell,01.jpg,Real,6,6,0,1.0,KEEP,
ID000125,Glenn-Maxwell,02.png,Real,6,5,1,0.83,KEEP,
ID000125,Glenn-Maxwell,1.jpg,Fake,6,3,3,0.5,TIE,
ID000127,Gregory-Peck,01.jpg,Fake,6,4,2,0.67,KEEP,
ID000127,Gregory-Peck,01.jpg,Real,6,5,1,0.83,KEEP,
ID000127,Gregory-Peck,02.png,Fake,6,1,5,0.33,DISCARD,
ID000127,Gregory-Peck,03.png,Fake,6,3,3,0.67,TIE,
ID000128,Guy-Pearce,01.jpg,Fake,6,2,4,0.5,DISCARD,
ID000128,Guy-Pearce,01.jpg,Real,6,5,1,0.83,KEEP,
ID000128,Guy-Pearce,03.jpg,Fake,6,1,5,0.33,DISCARD,
ID000128,Guy-Pearce,05.jpg,Fake,6,4,2,0.83,KEEP,
ID000128,Guy-Pearce,06.png,Fake,6,0,6,0.17,DISCARD,
ID000128,Guy-Pearce,07.png,Fake,6,0,6,0.17,DISCARD,
ID000128,Guy-Pearce,08.png,Fake,6,1,5,0.17,DISCARD,
ID000129,Grard-Depardieu,01.jpg,Fake,6,5,1,0.83,KEEP,
ID000129,Grard-Depardieu,01.jpg,Real,6,6,0,1.0,KEEP,
ID000129,Grard-Depardieu,02.jpg,Fake,6,0,6,0.0,DISCARD,
ID000129,Grard-Depardieu,03.jpg,Fake,6,6,0,1.0,KEEP,
ID000129,Grard-Depardieu,04.png,Fake,6,3,3,0.5,TIE,
ID000130,Hadika-Kyani,01.jpg,Real,6,6,0,1.0,KEEP,
ID000130,Hadika-Kyani,01.png,Fake,6,6,0,1.0,KEEP,
ID000131,Halle-Berry,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000131,Halle-Berry,01.jpg,Real,6,6,0,1.0,KEEP,
ID000131,Halle-Berry,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000131,Halle-Berry,02.jpg,Real,6,6,0,1.0,KEEP,
ID000131,Halle-Berry,03.jpg,Fake,6,3,3,0.83,TIE,
ID000132,Hande-Ercel,01.jpg,Fake,6,6,0,1.0,KEEP,
ID000132,Hande-Ercel,01.jpg,Real,6,5,1,0.83,KEEP,
ID000132,Hande-Ercel,02.jpg,Fake,6,3,3,0.5,TIE,
ID000132,Hande-Ercel,02.jpg,Real,6,6,0,1.0,KEEP,
ID000132,Hande-Ercel,04.png,Fake,6,6,0,1.0,KEEP,
ID000133,Hania-Amir,01.jpg,Fake,6,5,1,0.83,KEEP,
ID000133,Hania-Amir,01.jpg,Real,6,6,0,1.0,KEEP,
ID000133,Hania-Amir,02.jpg,Fake,6,3,3,0.67,TIE,
ID000133,Hania-Amir,02.jpg,Real,6,6,0,1.0,KEEP,
ID000133,Hania-Amir,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000133,Hania-Amir,03.png,Real,6,3,3,0.67,TIE,
ID000133,Hania-Amir,04.jpg,Fake,6,0,6,0.0,DISCARD,
ID000133,Hania-Amir,05.png,Fake,6,4,2,0.83,KEEP,
ID000134,Hannah-Stocking,01.jpg,Fake,6,0,6,0.17,DISCARD,
ID000134,Hannah-Stocking,01.png,Real,6,6,0,1.0,KEEP,
ID000134,Hannah-Stocking,02.jpg,Fake,6,0,6,0.17,DISCARD,
ID000134,Hannah-Stocking,02.jpg,Real,6,6,0,1.0,KEEP,
ID000134,Hannah-Stocking,03.jpg,Fake,6,6,0,1.0,KEEP,
ID000134,Hannah-Stocking,04.jpg,Fake,6,0,6,0.0,DISCARD,
ID000135,Hardik-Panday,01.jpg,Real,6,6,0,1.0,KEEP,
ID000135,Hardik-Panday,1.png,Fake,6,3,3,0.5,TIE,
ID000135,Hardik-Panday,2.jpg,Fake,6,2,4,0.5,DISCARD,
ID000136,Harry-Kane,01.jpg,Fake,6,5,1,1.0,KEEP,
ID000136,Harry-Kane,01.jpg,Real,6,6,0,1.0,KEEP,
ID000136,Harry-Kane,03.png,Fake,6,5,1,0.83,KEEP,
ID000136,Harry-Kane,04.png,Fake,6,2,4,0.33,DISCARD,
ID000137,Heath-Ledger,01.jpg,Fake,6,3,3,0.83,TIE,
ID000137,Heath-Ledger,01.jpg,Real,6,6,0,1.0,KEEP,
ID000137,Heath-Ledger,02.jpg,Fake,6,0,6,0.5,DISCARD,
ID000137,Heath-Ledger,02.jpg,Real,6,6,0,1.0,KEEP,
ID000137,Heath-Ledger,03.jpg,Fake,6,1,5,0.33,DISCARD,
ID000137,Heath-Ledger,03.jpg,Real,6,6,0,1.0,KEEP,
ID000137,Heath-Ledger,04.jpg,Fake,6,4,2,0.83,KEEP,
ID000137,Heath-Ledger,05.jpg,Fake,6,3,3,0.83,TIE,
ID000138,Helen-Mirren,01.jpg,Fake,6,3,3,0.67,TIE,
ID000138,Helen-Mirren,01.jpg,Real,6,6,0,1.0,KEEP,
ID000138,Helen-Mirren,02.jpg,Fake,6,2,4,0.67,DISCARD,
ID000138,Helen-Mirren,02.jpg,Real,6,6,0,1.0,KEEP,
ID000138,Helen-Mirren,04.jpg,Fake,6,1,5,0.5,DISCARD,
ID000138,Helen-Mirren,05.jpg,Fake,6,5,1,0.83,KEEP,
ID000139,Helena-Bonham-Carter,01.jpg,Fake,6,2,4,0.67,DISCARD,
ID000139,Helena-Bonham-Carter,01.jpg,Real,6,6,0,1.0,KEEP,
ID000139,Helena-Bonham-Carter,02.jpg,Fake,6,3,3,0.83,TIE,
ID000139,Helena-Bonham-Carter,02.jpg,Real,6,6,0,1.0,KEEP,
ID000139,Helena-Bonham-Carter,03.jpg,Fake,6,1,5,0.17,DISCARD,
ID000139,Helena-Bonham-Carter,04.jpg,Fake,6,0,6,0.0,DISCARD,
ID000139,Helena-Bonham-Carter,05.jpg,Fake,6,3,3,0.83,TIE,
ID000139,Helena-Bonham-Carter,06.jpg,Fake,6,1,5,0.5,DISCARD,
