IdentityFolder,Type,Image,Confidence,Status
ID000155_Jack-Lemmon,Real,02.jpg,1.0000,KEPT
ID000155_Jack-Lemmon,Real,03.jpg,1.0000,KEPT
ID000155_Jack-Lemmon,Fake,02.png,0.9996,KEPT
ID000157_Jack-MA,Real,1.jpg,1.0000,KEPT
ID000157_Jack-MA,Fake,1.jpg,0.9987,KEPT
ID000158_Jackie-Chan,Real,01.jpg,1.0000,KEPT
ID000158_Jackie-Chan,Real,02.jpg,0.9989,KEPT
ID000158_Jackie-Chan,Real,03.jpg,1.0000,KEPT
ID000158_Jackie-Chan,Fake,03.jpg,1.0000,KEPT
ID000158_Jackie-Chan,Fake,04.jpg,0.9998,KEPT
ID000161_Jamie-Lee-Curtis,Real,01.jpg,0.9996,KEPT
ID000161_Jamie-Lee-Curtis,Real,02.jpg,0.9999,KEPT
ID000161_Jamie-Lee-Curtis,Fake,01.jpg,0.9999,KEPT
ID000161_Jamie-Lee-Curtis,Fake,04.jpg,0.9999,KEPT
ID000164_Jason-Statham,Real,01.jpg,0.9998,KEPT
ID000164_Jason-Statham,Fake,01.jpg,1.0000,KEPT
ID000166_Jean-Claude-Van-Damme,Real,01.jpg,0.9998,KEPT
ID000166_Jean-Claude-Van-Damme,Real,02.jpg,1.0000,KEPT
ID000166_Jean-Claude-Van-Damme,Real,03.jpg,1.0000,KEPT
ID000166_Jean-Claude-Van-Damme,Fake,01.jpg,0.9987,KEPT
ID000167_Jeff-Bridges,Real,01.jpg,0.9999,KEPT
ID000167_Jeff-Bridges,Real,02.jpg,1.0000,KEPT
ID000167_Jeff-Bridges,Fake,01.webp,1.0000,KEPT
ID000167_Jeff-Bridges,Fake,02.jpg,1.0000,KEPT
ID000168_Jenna-Ortega,Real,01.jpg,0.9992,KEPT
ID000168_Jenna-Ortega,Real,02.jpg,0.9998,KEPT
ID000168_Jenna-Ortega,Real,03.jpg,0.9995,KEPT
ID000168_Jenna-Ortega,Fake,03.jpg,0.9999,KEPT
ID000168_Jenna-Ortega,Fake,04.jpg,0.9995,KEPT
ID000168_Jenna-Ortega,Fake,05.jpg,1.0000,KEPT
ID000169_Jennie,Real,01.jpg,1.0000,KEPT
ID000169_Jennie,Real,02.jpg,0.9998,KEPT
ID000169_Jennie,Real,03.jpg,0.9992,KEPT
ID000169_Jennie,Fake,01.png,1.0000,KEPT
ID000170_Jennifer-Aniston,Real,01.jpg,1.0000,KEPT
ID000170_Jennifer-Aniston,Real,02.jpg,0.9995,KEPT
ID000170_Jennifer-Aniston,Real,03.jpg,0.9998,KEPT
ID000170_Jennifer-Aniston,Fake,01.jpg,0.9997,KEPT
ID000171_Jennifer-Connelly,Real,01.png,0.9999,KEPT
ID000171_Jennifer-Connelly,Real,02.jpg,0.9995,KEPT
ID000171_Jennifer-Connelly,Fake,02.jpg,0.9993,KEPT
ID000172_Jennifer-Garner,Real,01.jpg,0.9994,KEPT
ID000172_Jennifer-Garner,Real,02.jpg,0.9994,KEPT
ID000172_Jennifer-Garner,Fake,01.jpg,0.9997,KEPT
ID000173_Jennifer-Lopez,Real,01.jpg,1.0000,KEPT
ID000173_Jennifer-Lopez,Fake,01.jpg,1.0000,KEPT
ID000173_Jennifer-Lopez,Fake,02.png,0.9990,KEPT
ID000174_Jessica-Alba,Real,01.jpg,1.0000,KEPT
ID000174_Jessica-Alba,Real,02.jpg,0.9982,KEPT
ID000174_Jessica-Alba,Real,03.jpg,1.0000,KEPT
ID000174_Jessica-Alba,Fake,03.jpg,1.0000,KEPT
ID000176_Jet-Li,Real,01.jpg,0.9972,KEPT
ID000176_Jet-Li,Real,02.jpg,0.9998,KEPT
ID000176_Jet-Li,Fake,01.jpg,0.9998,KEPT
ID000176_Jet-Li,Fake,02.png,1.0000,KEPT
ID000177_Jim-Carrey,Real,01.jpg,0.9999,KEPT
ID000177_Jim-Carrey,Real,02.jpg,1.0000,KEPT
ID000177_Jim-Carrey,Fake,02.jpg,1.0000,KEPT
ID000178_Jim-Parsons,Real,01.jpg,1.0000,KEPT
ID000178_Jim-Parsons,Real,02.jpg,1.0000,KEPT
ID000178_Jim-Parsons,Real,03.jpg,1.0000,KEPT
ID000178_Jim-Parsons,Fake,02.jpg,0.9999,KEPT
ID000178_Jim-Parsons,Fake,03.jpg,0.9999,KEPT
ID000178_Jim-Parsons,Fake,04.jpg,0.9996,KEPT
ID000181_Jodie-Foster,Real,01.jpg,1.0000,KEPT
ID000181_Jodie-Foster,Fake,02.jpg,1.0000,KEPT
ID000181_Jodie-Foster,Fake,05.jpg,0.9999,KEPT
ID000182_John-Cusack,Real,01.jpg,0.9999,KEPT
ID000182_John-Cusack,Real,02.jpg,0.9997,KEPT
ID000182_John-Cusack,Fake,01.jpg,0.9953,KEPT
ID000187_John-Wayne,Real,01.jpg,0.9999,KEPT
ID000187_John-Wayne,Real,02.jpg,0.9964,KEPT
ID000187_John-Wayne,Real,03.jpg,0.9981,KEPT
ID000187_John-Wayne,Fake,04.jpg,1.0000,KEPT
ID000188_Johnny-Depp,Real,01.jpg,1.0000,KEPT
ID000188_Johnny-Depp,Real,02.jpg,1.0000,KEPT
ID000188_Johnny-Depp,Real,03.jpg,0.9951,KEPT
ID000188_Johnny-Depp,Fake,01.jpg,0.9994,KEPT
ID000189_Johnny-Knoxville,Real,01.jpg,1.0000,KEPT
ID000189_Johnny-Knoxville,Real,02.jpg,0.9999,KEPT
ID000189_Johnny-Knoxville,Fake,01.jpg,1.0000,KEPT
ID000192_Josh-Brolin,Real,01.jpg,0.9999,KEPT
ID000192_Josh-Brolin,Fake,04.jpg,1.0000,KEPT
ID000193_Josh-Hartnett,Real,01.jpg,0.9998,KEPT
ID000193_Josh-Hartnett,Fake,01.jpg,1.0000,KEPT
ID000193_Josh-Hartnett,Fake,04.jpg,1.0000,KEPT
ID000194_Josh-Hutcherson,Real,01.jpg,0.9999,KEPT
ID000194_Josh-Hutcherson,Real,02.jpg,1.0000,KEPT
ID000194_Josh-Hutcherson,Fake,02.jpg,1.0000,KEPT
ID000195_Josh-Inglis,Real,01.png,0.9993,KEPT
ID000195_Josh-Inglis,Real,02.png,0.9996,KEPT
ID000195_Josh-Inglis,Fake,01.jpg,0.9955,KEPT
ID000196_Julianne-Moore,Real,01.jpg,1.0000,KEPT
ID000196_Julianne-Moore,Real,02.jpg,0.9993,KEPT
ID000196_Julianne-Moore,Real,03.jpg,0.9998,KEPT
ID000196_Julianne-Moore,Fake,02.jpg,0.9999,KEPT
ID000196_Julianne-Moore,Fake,03.jpg,0.9998,KEPT
ID000196_Julianne-Moore,Fake,05.jpg,0.9995,KEPT
ID000197_Juliette-Binoche,Real,01.jpg,0.9999,KEPT
ID000197_Juliette-Binoche,Fake,02.jpg,0.9997,KEPT
ID000197_Juliette-Binoche,Fake,03.jpg,0.9979,KEPT
ID000198_Jungkook,Real,01.png,0.9997,KEPT
ID000198_Jungkook,Real,02.jpg,1.0000,KEPT
ID000198_Jungkook,Fake,01.jpg,0.9993,KEPT
ID000200_Justin-Trudeau,Real,01.jpg,1.0000,KEPT
ID000200_Justin-Trudeau,Fake,01.jpg,1.0000,KEPT
ID000200_Justin-Trudeau,Fake,03.jpg,0.9986,KEPT
ID000201_Kate-Beckinsale,Real,01.jpg,0.9988,KEPT
ID000201_Kate-Beckinsale,Real,02.jpg,0.9998,KEPT
ID000201_Kate-Beckinsale,Fake,03.jpg,0.9997,KEPT
ID000202_Kate-Winslet,Real,01.jpg,1.0000,KEPT
ID000202_Kate-Winslet,Real,02.jpg,0.9997,KEPT
ID000202_Kate-Winslet,Fake,05.jpg,1.0000,KEPT
ID000202_Kate-Winslet,Fake,06.png,0.9972,KEPT
ID000203_Katharine-Hepburn,Real,01.jpg,0.9934,KEPT
ID000203_Katharine-Hepburn,Fake,04.jpg,0.9993,KEPT
ID000206_Keanu-Reeves,Real,01.jpg,0.9999,KEPT
ID000206_Keanu-Reeves,Real,02.jpg,1.0000,KEPT
ID000206_Keanu-Reeves,Fake,01.jpg,1.0000,KEPT
ID000206_Keanu-Reeves,Fake,02.png,0.9990,KEPT
ID000207_Keira-Knightley,Real,01.jpg,1.0000,KEPT
ID000207_Keira-Knightley,Real,02.jpg,0.9999,KEPT
ID000207_Keira-Knightley,Real,03.png,0.9998,KEPT
ID000207_Keira-Knightley,Fake,03.jpg,0.9996,KEPT
ID000208_Kenan-Yildiz,Real,01.jpg,0.9997,KEPT
ID000208_Kenan-Yildiz,Fake,02.jpg,1.0000,KEPT
ID000209_Kevin-Bacon,Real,01.jpg,1.0000,KEPT
ID000209_Kevin-Bacon,Real,02.jpg,1.0000,KEPT
ID000209_Kevin-Bacon,Real,03.jpg,1.0000,KEPT
ID000209_Kevin-Bacon,Fake,03.png,1.0000,KEPT
ID000209_Kevin-Bacon,Fake,05.png,1.0000,KEPT
ID000212_Kevin-Spacey,Real,01.jpg,0.9998,KEPT
ID000212_Kevin-Spacey,Real,02.jpg,0.9999,KEPT
ID000212_Kevin-Spacey,Real,03.jpg,1.0000,KEPT
ID000212_Kevin-Spacey,Fake,01.jpg,0.9994,KEPT
ID000212_Kevin-Spacey,Fake,03.png,0.9999,KEPT
ID000213_Kevin-Xu,Real,01.png,1.0000,KEPT
ID000213_Kevin-Xu,Real,02.jpg,1.0000,KEPT
ID000213_Kevin-Xu,Fake,01.jpg,1.0000,KEPT
ID000214_Kiefer-Sutherland,Real,01.jpg,1.0000,KEPT
ID000214_Kiefer-Sutherland,Real,02.jpg,1.0000,KEPT
ID000214_Kiefer-Sutherland,Fake,03.jpg,0.9999,KEPT
ID000215_Kim-Jong-Un,Real,01.jpg,1.0000,KEPT
ID000215_Kim-Jong-Un,Real,02.jpg,1.0000,KEPT
ID000215_Kim-Jong-Un,Real,03.jpg,1.0000,KEPT
ID000215_Kim-Jong-Un,Fake,01.jpg,0.9996,KEPT
ID000215_Kim-Jong-Un,Fake,03.png,1.0000,KEPT
ID000215_Kim-Jong-Un,Fake,04.jpg,1.0000,KEPT
ID000216_Kirsten-Dunst,Real,01.jpg,0.9990,KEPT
ID000216_Kirsten-Dunst,Fake,01.jpg,1.0000,KEPT
ID000217_Kristen-Stewart,Real,01.jpg,0.9991,KEPT
ID000217_Kristen-Stewart,Real,02.jpg,0.9995,KEPT
ID000217_Kristen-Stewart,Fake,01.jpg,1.0000,KEPT
ID000218_Kristin-Scott-Thomas,Real,01.jpg,0.9959,KEPT
ID000218_Kristin-Scott-Thomas,Fake,01.jpg,0.9980,KEPT
ID000219_Kurt-Russell,Real,01.jpg,0.9994,KEPT
ID000219_Kurt-Russell,Fake,01.jpg,1.0000,KEPT
ID000220_Lady-gagga,Real,01.jpg,1.0000,KEPT
ID000220_Lady-gagga,Real,02.jpg,0.9948,KEPT
ID000220_Lady-gagga,Fake,48.png,1.0000,KEPT
ID000222_Lamine-yaml,Real,01.jpg,0.9999,KEPT
ID000222_Lamine-yaml,Fake,5.jpg,1.0000,KEPT
ID000223_Laura-Wolvaardt,Real,01.png,1.0000,KEPT
ID000223_Laura-Wolvaardt,Real,02.png,1.0000,KEPT
ID000223_Laura-Wolvaardt,Fake,images (1).jpg,1.0000,KEPT
ID000223_Laura-Wolvaardt,Fake,images.jpg,1.0000,DISCARDED_FACE_TOO_SMALL
ID000225_LeBron-James,Real,01.jpg,1.0000,KEPT
ID000225_LeBron-James,Real,02.png,1.0000,KEPT
ID000225_LeBron-James,Real,03.jpg,1.0000,KEPT
ID000225_LeBron-James,Fake,01.jpg,0.9996,KEPT
ID000225_LeBron-James,Fake,06.png,0.9999,KEPT
ID000226_Lee-Min-ho,Real,01.jpg,0.9995,KEPT
ID000226_Lee-Min-ho,Fake,01.jpg,1.0000,KEPT
ID000226_Lee-Min-ho,Fake,02.jpg,1.0000,KEPT
ID000226_Lee-Min-ho,Fake,06.png,1.0000,KEPT
ID000227_Liam-Hemsworth,Real,01.jpg,1.0000,KEPT
ID000227_Liam-Hemsworth,Real,02.jpg,0.9999,KEPT
ID000227_Liam-Hemsworth,Fake,01.jpg,1.0000,KEPT
ID000228_Lindsay-Lohan,Real,01.jpg,0.9976,KEPT
ID000228_Lindsay-Lohan,Real,02.jpg,1.0000,KEPT
ID000228_Lindsay-Lohan,Fake,01.jpg,1.0000,KEPT
ID000230_Lionel-Messi,Real,01.jpg,0.9999,KEPT
ID000230_Lionel-Messi,Real,02.jpg,1.0000,KEPT
ID000230_Lionel-Messi,Fake,02.jpg,1.0000,KEPT
ID000230_Lionel-Messi,Fake,03.jpg,1.0000,KEPT
ID000231_Lisa,Real,01.jpg,0.9947,KEPT
ID000231_Lisa,Real,55.png,0.9970,KEPT
ID000231_Lisa,Fake,55.png,0.9999,KEPT
ID000232_Livvy-Dunne,Real,1.jpg,0.9996,KEPT
ID000232_Livvy-Dunne,Fake,01.jpg,1.0000,KEPT
ID000232_Livvy-Dunne,Fake,03.jpg,1.0000,KEPT
ID000234_Maggie-Smith,Real,01.jpg,0.9999,KEPT
ID000234_Maggie-Smith,Fake,01.jpg,0.9813,KEPT
ID000234_Maggie-Smith,Fake,02.jpg,0.9950,KEPT
ID000235_Mahatma-Gandhi,Real,01.jpg,0.9994,KEPT
ID000235_Mahatma-Gandhi,Real,02.jpg,1.0000,KEPT
ID000235_Mahatma-Gandhi,Real,03.jpg,1.0000,KEPT
ID000235_Mahatma-Gandhi,Fake,01.jpg,0.9964,KEPT
ID000239_Margot-Robie,Real,01.jpg,1.0000,KEPT
ID000239_Margot-Robie,Real,02.jpg,0.9995,KEPT
ID000239_Margot-Robie,Fake,01.jpg,0.9998,KEPT
ID000241_Marilyn-Monroe,Real,01.jpg,1.0000,KEPT
ID000241_Marilyn-Monroe,Real,02.jpg,0.9998,KEPT
ID000241_Marilyn-Monroe,Fake,02.jpg,1.0000,KEPT
ID000241_Marilyn-Monroe,Fake,04.jpg,0.9999,KEPT
ID000242_Mario-Götze,Real,01.jpg,1.0000,KEPT
ID000242_Mario-Götze,Real,02.jpg,0.9999,KEPT
ID000242_Mario-Götze,Real,03.jpg,0.9977,KEPT
ID000242_Mario-Götze,Fake,01.jpg,1.0000,KEPT
ID000242_Mario-Götze,Fake,02.jpg,1.0000,KEPT
ID000244_Mark-Wahlberg,Real,01.jpg,1.0000,KEPT
ID000245_Mark-Zukerberg,Real,01.jpg,1.0000,KEPT
ID000245_Mark-Zukerberg,Real,02.jpg,0.9993,KEPT
ID000245_Mark-Zukerberg,Real,03.jpg,1.0000,KEPT
ID000245_Mark-Zukerberg,Fake,02.jpg,1.0000,KEPT
ID000245_Mark-Zukerberg,Fake,03.jpg,1.0000,DISCARDED_FACE_TOO_SMALL
ID000246_Marlon-Brando,Real,01.jpg,0.9999,KEPT
ID000246_Marlon-Brando,Real,02.jpg,0.9999,KEPT
ID000246_Marlon-Brando,Fake,06.jpg,0.9999,KEPT
ID000250_Matt-Damon,Real,01.jpg,1.0000,KEPT
ID000250_Matt-Damon,Real,02.jpg,1.0000,KEPT
ID000250_Matt-Damon,Real,03.jpg,1.0000,KEPT
ID000250_Matt-Damon,Fake,01.jpg,1.0000,KEPT
ID000250_Matt-Damon,Fake,02.jpg,1.0000,KEPT
ID000252_Matt-Rife,Real,01.jpg,1.0000,KEPT
ID000252_Matt-Rife,Real,02.jpg,0.9999,KEPT
ID000252_Matt-Rife,Real,03.jpg,1.0000,KEPT
ID000252_Matt-Rife,Fake,01.jpg,1.0000,KEPT
ID000253_Matthew-Broderick,Real,01.jpg,0.9999,KEPT
ID000253_Matthew-Broderick,Real,02.jpg,0.9998,KEPT
ID000253_Matthew-Broderick,Fake,02.jpg,1.0000,KEPT
ID000254_Mesut-Ozil,Real,01.jpg,1.0000,KEPT
ID000254_Mesut-Ozil,Real,02.jpg,1.0000,KEPT
ID000254_Mesut-Ozil,Fake,01.jpg,1.0000,KEPT
ID000254_Mesut-Ozil,Fake,02.jpg,1.0000,KEPT
ID000255_Michael-Caine,Real,01.jpg,1.0000,KEPT
ID000255_Michael-Caine,Real,02.jpg,1.0000,KEPT
ID000255_Michael-Caine,Fake,01.png,0.9995,KEPT
ID000255_Michael-Caine,Fake,02.jpg,1.0000,KEPT
ID000255_Michael-Caine,Fake,03.jpg,1.0000,KEPT
ID000257_Michael-J-Fox,Real,01.jpg,0.9999,KEPT
ID000257_Michael-J-Fox,Real,02.jpg,1.0000,KEPT
ID000257_Michael-J-Fox,Real,03.jpg,0.9992,KEPT
ID000257_Michael-J-Fox,Fake,01.jpg,1.0000,KEPT
ID000260_Michael-Jackson,Real,01.jpg,0.9999,KEPT
ID000260_Michael-Jackson,Real,02.png,0.9998,KEPT
ID000260_Michael-Jackson,Fake,01.jpg,1.0000,KEPT
ID000260_Michael-Jackson,Fake,02.jpg,0.9992,KEPT
ID000260_Michael-Jackson,Fake,05.jpg,0.9999,KEPT
ID000262_Michelle-Pfeiffer,Real,01.jpg,0.9996,KEPT
ID000262_Michelle-Pfeiffer,Real,02.jpg,0.9962,KEPT
ID000262_Michelle-Pfeiffer,Fake,02.jpg,0.9960,KEPT
ID000262_Michelle-Pfeiffer,Fake,03.jpg,0.9996,KEPT
ID000263_Michelle-Yeoh,Real,01.jpg,0.9999,KEPT
ID000263_Michelle-Yeoh,Fake,02.jpg,0.9998,KEPT
ID000264_Mickey-Rourke,Real,01.jpg,0.9998,KEPT
ID000264_Mickey-Rourke,Real,02.jpg,0.9999,KEPT
ID000264_Mickey-Rourke,Fake,03.jpg,0.9998,KEPT
ID000265_Miles-Teller,Real,01.jpg,0.9776,KEPT
ID000265_Miles-Teller,Fake,02.jpg,0.9999,KEPT
ID000268_Mohammad-Ahmed,Real,01.jpg,1.0000,KEPT
ID000268_Mohammad-Ahmed,Real,02.png,0.9981,KEPT
ID000268_Mohammad-Ahmed,Real,03.jpg,0.9999,KEPT
ID000268_Mohammad-Ahmed,Fake,1.png,1.0000,KEPT
ID000270_Monica-Bellucci,Real,01.jpg,1.0000,KEPT
ID000270_Monica-Bellucci,Fake,01.jpg,0.9999,KEPT
ID000271_Mlanie-Laurent,Real,01.jpg,0.9999,KEPT
ID000271_Mlanie-Laurent,Fake,01.jpg,1.0000,KEPT
ID000273_Nancy-Pelosi,Real,01.jpg,0.9994,KEPT
ID000273_Nancy-Pelosi,Real,02.jpg,0.9996,KEPT
ID000273_Nancy-Pelosi,Real,03.jpg,0.9990,KEPT
ID000273_Nancy-Pelosi,Fake,02.jpg,0.9998,KEPT
ID000273_Nancy-Pelosi,Fake,04.png,1.0000,KEPT
ID000276_Neha-Kakka,Real,02.jpg,1.0000,KEPT
ID000276_Neha-Kakka,Real,03.jpg,0.9993,KEPT
ID000276_Neha-Kakka,Fake,01.jpg,1.0000,KEPT
ID000276_Neha-Kakka,Fake,02.png,1.0000,KEPT
ID000277_Nelson-Mendala,Real,01.jpg,0.9999,KEPT
ID000277_Nelson-Mendala,Real,02.jpg,1.0000,KEPT
ID000277_Nelson-Mendala,Real,03.jpg,0.9957,KEPT
ID000277_Nelson-Mendala,Fake,01.jpg,0.9994,KEPT
ID000277_Nelson-Mendala,Fake,02.jpg,0.9996,KEPT
ID000278_Neymar,Real,01.jpg,1.0000,KEPT
ID000278_Neymar,Real,02.jpg,1.0000,KEPT
ID000278_Neymar,Fake,110.png,1.0000,KEPT
ID000279_Nicholas-Galitzine,Real,01.jpg,0.9998,KEPT
ID000279_Nicholas-Galitzine,Real,02.jpg,1.0000,KEPT
ID000279_Nicholas-Galitzine,Real,03.jpg,0.9999,KEPT
ID000279_Nicholas-Galitzine,Fake,01.jpg,0.9997,KEPT
ID000280_Nick-DiGiovanni,Real,01.jpg,0.9998,KEPT
ID000280_Nick-DiGiovanni,Real,02.png,1.0000,KEPT
ID000280_Nick-DiGiovanni,Real,03.jpg,0.9999,KEPT
ID000280_Nick-DiGiovanni,Fake,1.jpg,1.0000,DISCARDED_FACE_TOO_SMALL
ID000280_Nick-DiGiovanni,Fake,2.webp,1.0000,DISCARDED_FACE_TOO_SMALL
ID000281_Nick-Nolte,Real,01.jpg,1.0000,KEPT
ID000281_Nick-Nolte,Real,02.jpg,1.0000,KEPT
ID000281_Nick-Nolte,Real,03.jpg,0.9954,KEPT
ID000281_Nick-Nolte,Fake,01.jpg,0.9989,KEPT
ID000283_Nico-Paz,Real,1.jpg,1.0000,KEPT
ID000283_Nico-Paz,Fake,1.jpg,0.9991,KEPT
ID000283_Nico-Paz,Fake,2.jpg,1.0000,KEPT
ID000284_Ning-Yizhuo,Real,01.png,0.9991,KEPT
ID000284_Ning-Yizhuo,Real,02.jpg,0.9997,KEPT
ID000284_Ning-Yizhuo,Real,03.jpg,0.9985,KEPT
ID000284_Ning-Yizhuo,Fake,02.png,1.0000,KEPT
ID000285_Norman-Swan,Real,01.jpg,1.0000,KEPT
ID000285_Norman-Swan,Real,02.jpg,0.9997,KEPT
ID000285_Norman-Swan,Real,03.jpg,1.0000,KEPT
ID000285_Norman-Swan,Fake,02.jpg,1.0000,KEPT
ID000285_Norman-Swan,Fake,03.png,1.0000,KEPT
ID000286_Olga-Loiek,Real,01.jpg,0.9962,KEPT
ID000286_Olga-Loiek,Real,02.png,1.0000,KEPT
ID000286_Olga-Loiek,Fake,02.jpg,1.0000,KEPT
ID000286_Olga-Loiek,Fake,03.png,0.9999,KEPT
ID000288_Patricia-Arquette,Real,01.jpg,0.9994,KEPT
ID000288_Patricia-Arquette,Real,02.jpg,0.9999,KEPT
ID000288_Patricia-Arquette,Real,03.jpg,0.9989,KEPT
ID000288_Patricia-Arquette,Fake,01.jpg,0.9573,KEPT
ID000289_Patrick-Stewart,Real,01.jpg,1.0000,KEPT
ID000289_Patrick-Stewart,Real,02.jpg,0.9992,KEPT
ID000289_Patrick-Stewart,Fake,01.jpg,0.9999,KEPT
ID000289_Patrick-Stewart,Fake,02.jpg,1.0000,KEPT
ID000290_Patrick-Wilson,Real,01.jpg,0.9986,KEPT
ID000290_Patrick-Wilson,Real,02.jpg,1.0000,KEPT
ID000290_Patrick-Wilson,Fake,01.jpg,0.9999,KEPT
ID000291_Paul-Newman,Real,01.jpg,0.9988,KEPT
ID000291_Paul-Newman,Real,02.jpg,0.9991,KEPT
ID000291_Paul-Newman,Fake,01.jpg,0.9999,KEPT
ID000291_Paul-Newman,Fake,03.jpg,1.0000,KEPT
ID000292_Paul-Rudd,Real,01.jpg,0.9999,KEPT
ID000292_Paul-Rudd,Fake,01.jpg,1.0000,KEPT
ID000292_Paul-Rudd,Fake,03.jpg,1.0000,KEPT
ID000292_Paul-Rudd,Fake,04.jpg,1.0000,KEPT
ID000293_Paul-Walker,Real,01.jpg,0.9998,KEPT
ID000293_Paul-Walker,Real,02.jpg,1.0000,KEPT
ID000293_Paul-Walker,Real,03.jpg,1.0000,KEPT
ID000293_Paul-Walker,Fake,01.jpg,1.0000,KEPT
ID000293_Paul-Walker,Fake,03.jpg,0.9953,KEPT
ID000293_Paul-Walker,Fake,04.jpg,1.0000,KEPT
ID000294_Pedro-Pascal,Real,01.jpg,0.9997,KEPT
ID000294_Pedro-Pascal,Real,02.jpg,1.0000,KEPT
ID000294_Pedro-Pascal,Fake,01.jpg,1.0000,KEPT
ID000294_Pedro-Pascal,Fake,02.jpg,1.0000,KEPT
ID000295_Phil-Salt,Real,01.webp,0.9999,KEPT
ID000295_Phil-Salt,Fake,1.jpg,1.0000,KEPT
ID000296_Pierce-Brosnan,Real,01.jpg,0.9999,KEPT
ID000296_Pierce-Brosnan,Real,02.jpg,0.9992,KEPT
ID000296_Pierce-Brosnan,Fake,04.jpg,1.0000,KEPT
ID000297_Pope-Francis,Real,01.jpg,0.9997,KEPT
ID000297_Pope-Francis,Fake,04.jpg,0.9999,KEPT
ID000299_Reese-Witherspoon,Real,01.jpg,1.0000,KEPT
ID000299_Reese-Witherspoon,Fake,01.jpg,0.9995,KEPT
ID000299_Reese-Witherspoon,Fake,03.jpg,0.9986,KEPT
ID000299_Reese-Witherspoon,Fake,04.png,1.0000,KEPT
ID000300_Rhett-McLaughlin,Real,01.jpg,0.9997,KEPT
ID000300_Rhett-McLaughlin,Real,02.jpg,0.9994,KEPT
ID000300_Rhett-McLaughlin,Fake,04.jpg,0.9905,KEPT
ID000301_Richard-Gere,Real,01.jpg,0.9999,KEPT
ID000301_Richard-Gere,Fake,01.jpg,1.0000,KEPT
ID000301_Richard-Gere,Fake,04.jpg,0.9988,KEPT
ID000302_Rihanna,Real,01.png,1.0000,KEPT
ID000302_Rihanna,Real,02.jpg,0.9999,KEPT
ID000302_Rihanna,Fake,03.jpg,0.9996,KEPT
ID000302_Rihanna,Fake,1.jpg,1.0000,KEPT
ID000303_Rinko-Kikuchi,Real,01.jpg,1.0000,KEPT
ID000303_Rinko-Kikuchi,Real,02.jpg,0.9990,KEPT
ID000303_Rinko-Kikuchi,Fake,03.jpg,1.0000,KEPT
ID000304_Robert-De-Niro,Real,01.jpg,1.0000,KEPT
ID000304_Robert-De-Niro,Real,02.jpg,1.0000,KEPT
ID000304_Robert-De-Niro,Real,03.jpg,1.0000,KEPT
ID000304_Robert-De-Niro,Fake,03.jpg,0.9995,KEPT
ID000305_Robert-Downey-Jr,Real,01.jpg,0.9999,KEPT
ID000305_Robert-Downey-Jr,Real,02.png,0.9992,KEPT
ID000305_Robert-Downey-Jr,Real,03.jpg,1.0000,KEPT
ID000305_Robert-Downey-Jr,Fake,02.jpg,0.9999,KEPT
ID000305_Robert-Downey-Jr,Fake,03.jpg,1.0000,KEPT
ID000308_Robert-Redford,Real,01.jpg,0.9997,KEPT
ID000308_Robert-Redford,Real,02.jpg,0.9999,KEPT
ID000308_Robert-Redford,Real,03.jpg,0.9997,KEPT
ID000308_Robert-Redford,Fake,01.jpg,0.9994,KEPT
ID000308_Robert-Redford,Fake,02.jpg,0.9914,KEPT
ID000308_Robert-Redford,Fake,03.jpg,1.0000,KEPT
ID000309_Roberto-Benigni,Real,01.jpg,1.0000,KEPT
ID000309_Roberto-Benigni,Fake,01.jpg,0.9998,KEPT
ID000310_Roger-Moore,Real,01.jpg,1.0000,KEPT
ID000310_Roger-Moore,Fake,03.jpg,1.0000,KEPT
ID000313_Ronaldo-Nazario,Real,01.jpg,0.9999,KEPT
ID000313_Ronaldo-Nazario,Real,02.jpg,1.0000,KEPT
ID000313_Ronaldo-Nazario,Real,03.jpg,1.0000,KEPT
ID000313_Ronaldo-Nazario,Fake,05.png,0.9999,KEPT
ID000314_Rooney-Mara,Real,01.jpg,1.0000,KEPT
ID000314_Rooney-Mara,Real,02.jpg,1.0000,KEPT
ID000314_Rooney-Mara,Fake,01.jpg,1.0000,KEPT
ID000314_Rooney-Mara,Fake,02.jpg,1.0000,KEPT
ID000315_Rosario-Dawson,Real,01.jpg,0.9999,KEPT
ID000315_Rosario-Dawson,Real,02.jpg,0.9904,KEPT
ID000315_Rosario-Dawson,Fake,01.jpg,1.0000,KEPT
ID000317_Rupert-Grint,Real,01.jpg,1.0000,KEPT
ID000317_Rupert-Grint,Real,02.jpg,0.9999,KEPT
ID000317_Rupert-Grint,Fake,04.jpg,0.9997,KEPT
ID000318_Russell-Crowe,Real,01.jpg,1.0000,KEPT
ID000318_Russell-Crowe,Fake,01.jpg,1.0000,KEPT
ID000318_Russell-Crowe,Fake,02.jpg,1.0000,KEPT
ID000318_Russell-Crowe,Fake,05.jpg,1.0000,KEPT
ID000319_Sally-Field,Real,01.jpg,0.9999,KEPT
ID000319_Sally-Field,Real,02.jpg,1.0000,KEPT
ID000319_Sally-Field,Real,03.jpg,0.9999,KEPT
ID000319_Sally-Field,Fake,04.jpg,0.9993,KEPT
ID000322_Sanna-Marin,Real,01.jpg,0.9998,KEPT
ID000322_Sanna-Marin,Real,02.jpg,1.0000,KEPT
ID000322_Sanna-Marin,Fake,04.png,1.0000,KEPT
